route_id,route_name,segment_no,segment_id,distance_km,base_speed_kmph,road_class
R_B,Guwahati-Shillong-B,23,R_B_S23,2.728372159100415,48.819265221073294,hill
R_B,Guwahati-Shillong-B,24,R_B_S24,3.3363918756509423,49.495398046644596,secondary
R_B,Guwahati-Shillong-B,25,R_B_S25,2.6632296086824385,31.248425215856773,primary
R_C,Guwahati-Shillong-C,1,R_C_S01,2.9759632769780757,39.895836369983556,secondary
R_C,Guwahati-Shillong-C,2,R_C_S02,1.4136118708902066,47.629337165331364,primary
R_C,Guwahati-Shillong-C,3,R_C_S03,1.6823718741475444,57.75360355130391,hill
R_C,Guwahati-Shillong-C,4,R_C_S04,2.3874792181393483,47.7274647444425,secondary
R_C,Guwahati-Shillong-C,5,R_C_S05,1.09121548411879,58.75677639724336,secondary
R_C,Guwahati-Shillong-C,6,R_C_S06,4.130940909001145,32.48189999767315,secondary
R_C,Guwahati-Shillong-C,7,R_C_S07,2.9466333233526414,44.72120983063563,secondary
R_C,Guwahati-Shillong-C,8,R_C_S08,3.2869122095043015,44.204682031708614,hill
R_C,Guwahati-Shillong-C,9,R_C_S09,2.0679026523675743,39.94706992027656,secondary
R_C,Guwahati-Shillong-C,10,R_C_S10,2.7556458412201867,30.64836239640991,secondary
R_C,Guwahati-Shillong-C,11,R_C_S11,4.305167696777431,56.884823155193004,secondary
R_C,Guwahati-Shillong-C,12,R_C_S12,3.2161445741561976,33.25727223406331,primary
R_C,Guwahati-Shillong-C,13,R_C_S13,3.6889603721592468,38.43701351517025,primary
R_C,Guwahati-Shillong-C,14,R_C_S14,3.9079784571475304,53.05942475752971,secondary
R_C,Guwahati-Shillong-C,15,R_C_S15,1.4309637838235862,57.480355354128235,hill
R_C,Guwahati-Shillong-C,16,R_C_S16,1.1496502247047191,46.6455740817445,primary
R_C,Guwahati-Shillong-C,17,R_C_S17,2.483689135449755,54.89369229397239,secondary
R_C,Guwahati-Shillong-C,18,R_C_S18,2.2685555712908614,58.58698185209235,hill
R_C,Guwahati-Shillong-C,19,R_C_S19,2.1636713525604745,45.45171387695144,hill
R_C,Guwahati-Shillong-C,20,R_C_S20,4.744174280195853,34.938234527460544,primary
R_C,Guwahati-Shillong-C,21,R_C_S21,1.179642477569316,43.05291180009114,hill
R_C,Guwahati-Shillong-C,22,R_C_S22,4.566709065019656,52.45824058370847,hill
R_C,Guwahati-Shillong-C,23,R_C_S23,4.563169963514099,56.80339919093589,primary
R_C,Guwahati-Shillong-C,24,R_C_S24,2.263716207323172,53.16037296332964,secondary
R_C,Guwahati-Shillong-C,25,R_C_S25,3.6466450526710443,41.2097318662113,hill
