route_id,route_name,segment_no,segment_id,distance_km,base_speed_kmph,road_class,timestamp,month,slope_mean,slope_max,elevation_change,historical_landslide_count_1km,historical_landslide_count_5km,days_since_nearest_landslide,historical_route_landslide_density,rain_1h,rain_6h,rain_24h,rain_72h,rain_change_3h,soil_moisture_surface,soil_moisture_rootzone,soil_moisture_delta_24h,active_incident_count_1km,active_incident_severity_score,synthetic_disruption_probability,disruption_next_6h
R_B,Guwahati-Shillong-B,24,R_B_S24,3.3363918756509423,49.495398046644596,secondary,2024-02-02 15:00:00,2,10.442990854095507,15.384024338109823,422.5110842663517,2,5,1533,0.5706583913902673,3.706498642396268,20.69728388326112,108.42418260774613,235.27987118300163,-4.679509097606372,0.27270249455216494,0.2733483618076478,0.05417757691947729,0,0.0,0.1137929502834118,0
R_C,Guwahati-Shillong-C,9,R_C_S09,2.0679026523675743,39.94706992027656,secondary,2024-05-23 12:00:00,5,19.821209382097344,23.033363591162665,461.35315089770836,1,3,109,0.5135649727752772,8.25451321732601,26.94294720202426,51.622743159529485,142.54855920646418,0.7047549176000145,0.26999611603450435,0.26162400622284776,0.04652666956017586,0,0.0,0.15360867240573547,0
R_B,Guwahati-Shillong-B,17,R_B_S17,4.876705509390895,53.36252711897384,primary,2024-07-24 00:00:00,7,8.873593361639836,23.31896963637074,510.32275673945793,0,1,1553,0.16085012717412903,7.960962641452939,18.64554124022677,55.04289998707674,174.46342461868997,3.803791797074078,0.26765248381493006,0.2684806504967063,0.027869428028201196,0,0.0,0.08797110783965477,1
R_C,Guwahati-Shillong-C,10,R_C_S10,2.7556458412201867,30.64836239640991,secondary,2024-08-14 18:00:00,8,24.145654314821574,27.633755306984053,811.7853097916972,1,5,875,0.7684601832217919,29.81934735977934,55.65838716186707,207.45691592818883,585.3239248233922,10.248110823314223,0.3354229532662012,0.2910881362927806,0.15514469241184387,0,0.0,0.8649746563102452,0
R_A,Guwahati-Shillong-A,15,R_A_S15,1.7578854363371428,33.89764516006415,hill,2025-12-30 12:00:00,12,37.557073083072936,40.0457259729422,795.6305050705777,3,7,449,1.1133742382698435,0.625957639282434,11.664279777408842,22.110092805449543,78.67596905050829,0.11083491465548886,0.21295293261650547,0.1930072295131919,0.029791861291500053,0,0.0,0.4891101440944292,1
R_C,Guwahati-Shillong-C,12,R_C_S12,3.2161445741561976,33.25727223406331,primary,2025-07-22 06:00:00,7,18.458267202135858,24.484234113714642,715.4325150717189,0,2,1302,0.3734323270147589,10.299607036303806,35.007306799468026,115.35096553090324,285.8945830434673,-2.7583553528100464,0.18842137298998074,0.20617301454873604,0.09048386446047524,0,0.0,0.5142980425342581,0
R_C,Guwahati-Shillong-C,12,R_C_S12,3.2161445741561976,33.25727223406331,primary,2024-08-22 03:00:00,8,13.778124336401358,25.21707945410559,514.4549424803104,1,5,324,0.5866021898220083,48.97820787875917,111.3748531151615,290.20700515280487,677.7774090921682,6.749984026018729,0.25760241266723405,0.2335647697999869,0.18250286697782805,0,0.0,0.913525592554564,1
R_B,Guwahati-Shillong-B,22,R_B_S22,4.4264571363695016,52.7555858950563,secondary,2025-12-11 09:00:00,12,20.834383727736494,21.060295836541034,900.0,1,2,2201,0.3989361168968463,2.3681157480183037,8.296256491104396,33.43994015715518,112.30140279669715,0.9761504496030724,0.24444952865371444,0.20915266756812326,0.009544183196958819,0,0.0,0.33803112649604994,0
R_C,Guwahati-Shillong-C,12,R_C_S12,3.2161445741561976,33.25727223406331,primary,2024-12-30 21:00:00,12,26.59791378687146,35.229288136302976,900.0,2,3,1122,0.5645841269968107,5.438151637089077,13.954769010937218,54.96341006943312,126.25857994784359,-1.1095800249754628,0.2742067867805922,0.2195677598083831,0.005953641874393272,0,0.0,0.06465391063159544,0
R_C,Guwahati-Shillong-C,1,R_C_S01,2.9759632769780757,39.895836369983556,secondary,2025-01-01 00:00:00,1,26.68568876306983,32.90722207103956,900.0,0,2,2102,0.42396866363424,1.9926001968356677,5.144970457450487,69.1328404148989,197.85484977392798,3.629792424687381,0.1491056887522227,0.12769028564286106,0.016021180447222522,0,0.0,0.17700746406969145,0
R_C,Guwahati-Shillong-C,5,R_C_S05,1.09121548411879,58.75677639724336,secondary,2024-11-13 00:00:00,11,13.858067136444035,24.090564886191743,207.44281969335196,2,4,77,0.4762941678206013,5.0731237224217285,13.92141453768729,71.13919869481256,215.50777094267133,2.705949662958278,0.2386109776020022,0.2068339056802683,0.02483330820896647,2,1.0,0.7688560882985979,0
R_C,Guwahati-Shillong-C,14,R_C_S14,3.9079784571475304,53.05942475752971,secondary,2024-04-15 03:00:00,4,12.130132613721784,21.151586006707685,538.2405879115634,0,0,2365,0.060125637760755954,17.66683687282341,45.208555040132005,132.4279827947927,270.80147547192456,5.549415094471119,0.16982469553121998,0.1770271832990805,0.09079457996076383,0,0.0,0.07654740470271605,0
R_A,Guwahati-Shillong-A,3,R_A_S03,4.902489406547024,52.83419105971059,hill,2025-11-14 00:00:00,11,19.29319122104125,24.669120785857096,900.0,1,1,1200,0.3274450675067393,7.650571113223573,24.861558565248345,56.67498397342729,97.16195968466965,7.3942154430569715,0.22328037953083935,0.21388724167645787,0.05751086103286149,0,0.0,0.13019111127803598,0
R_C,Guwahati-Shillong-C,1,R_C_S01,2.9759632769780757,39.895836369983556,secondary,2024-01-11 03:00:00,1,14.341850062104744,20.453208358031006,502.20153905176454,1,3,2416,0.4673535633287366,1.0263343776338858,4.20464064560147,27.123886766732195,114.7792284171927,1.5550121263244614,0.18808174418599005,0.14715539304004857,0.010019053048014016,1,0.5,0.16166946676198046,0
R_A,Guwahati-Shillong-A,7,R_A_S07,1.9089548871391075,46.63754361047505,hill,2024-05-07 09:00:00,5,30.493094226172772,34.778259898548214,703.9771186734561,2,5,204,0.7642545230124594,13.040725279643356,65.81318154739364,201.67350088321535,359.98045052580443,-2.177196580337972,0.3187925799296081,0.29066200924837365,0.15985305572910327,1,0.25,0.9747854051244926,1
R_A,Guwahati-Shillong-A,21,R_A_S21,1.7996328099004333,30.220868092530164,hill,2024-06-16 21:00:00,6,14.252816638359478,24.78323052399145,288.92935774048453,0,1,271,0.2738166220301025,14.46639215970407,45.47201646356329,113.786518380799,218.30333627000985,-1.2335983660138599,0.34170798180171447,0.30097395925464765,0.08750043630289704,0,0.0,0.39237892696053583,0
R_C,Guwahati-Shillong-C,23,R_C_S23,4.563169963514099,56.80339919093589,primary,2024-07-23 03:00:00,7,17.789144192231312,19.936881276908203,900.0,3,3,1269,0.483481590162446,3.785721495380177,10.123902856094123,42.757730260988204,131.9158204456528,-1.446576638555468,0.29871116161660216,0.3131444024560063,0.010297780141228698,0,0.0,0.03024213511678698,0
R_B,Guwahati-Shillong-B,14,R_B_S14,3.521130372475554,40.85437831660171,hill,2024-04-06 06:00:00,4,20.577408073950554,24.8202067151294,868.3969910520478,2,3,460,0.5164599041093179,6.309120636573281,28.176693784333896,101.17693863275603,316.8105979092943,-3.8450036146116275,0.26946739497195643,0.23818931006743052,0.061789070032656046,0,0.0,0.17245291295796875,0
R_A,Guwahati-Shillong-A,18,R_A_S18,2.2494665655281643,54.96779404185603,hill,2024-01-14 03:00:00,1,7.571798287999148,14.571342778636833,193.16760627917887,0,2,1678,0.1608057574016315,9.85610043283755,53.78542932744482,150.18916328592815,453.8576258734654,-1.1226529644578114,0.23226411045818332,0.2164472265104668,0.11151977004485213,0,0.0,0.06495427170973184,0
R_A,Guwahati-Shillong-A,4,R_A_S04,1.5124545307021835,43.511578136867016,hill,2025-05-10 06:00:00,5,12.677044326847941,20.250924595655242,227.16223890420204,1,3,173,0.4037380759659027,11.686030779032025,30.511631839045705,177.06743857317343,464.30665263477863,5.923380717667058,0.22492511856505354,0.19633912686509897,0.09872042437072041,0,0.0,0.17498711675783513,0
R_C,Guwahati-Shillong-C,10,R_C_S10,2.7556458412201867,30.64836239640991,secondary,2025-12-09 12:00:00,12,40.40597691149149,47.99830147349168,900.0,4,7,786,1.1361369192018484,1.6334151204911471,7.090299903943973,50.98915164620543,195.31831813150632,-0.12571063599799187,0.14844052957840503,0.17721295578526758,0.046424056803596625,1,0.5,0.5935218082405725,1
R_A,Guwahati-Shillong-A,14,R_A_S14,2.4818388241394755,44.086674338274236,primary,2024-03-30 00:00:00,3,26.047990337057005,31.796383488028127,743.4150237046811,3,3,2271,0.4920320309565217,0.02698556148384368,13.147664099119341,42.163577276814195,93.30643996436677,-4.921231423416027,0.2448252239503801,0.24295444148169898,0.009016398561185836,1,0.5,0.28061395912559484,1
R_A,Guwahati-Shillong-A,9,R_A_S09,4.032350960341495,40.63577904389605,primary,2024-08-04 18:00:00,8,14.153802240043477,21.783166714437307,682.6017305073132,2,7,1668,0.8904230199837484,40.79303364374715,136.85308411140443,324.5251436778152,651.1622029114907,8.718401840579794,0.3760844971101056,0.3523248040889674,0.2352889383483984,1,1.0,0.9962277395570007,1
R_C,Guwahati-Shillong-C,3,R_C_S03,1.6823718741475444,57.75360355130391,hill,2025-01-05 03:00:00,1,24.19439177169675,30.286929413328284,476.6281294999804,3,5,2280,0.762122398219503,3.3262568161614947,12.151166104092052,26.1126081802486,78.37655602222083,-3.917022449211936,0.12058834541587721,0.10783424562365651,0.0028738233662915155,0,0.0,0.1962920024376251,1
R_A,Guwahati-Shillong-A,2,R_A_S02,3.7894721162374556,32.82532043662948,hill,2025-11-09 00:00:00,11,30.247033914640493,42.37560520305515,900.0,1,1,1729,0.3946015786812851,6.086265659684464,17.88768140454871,53.577886277546405,105.52659498731329,0.33404890092840755,0.16314617310359159,0.1362754525739557,0.005937275414568833,0,0.0,0.3839941286947156,1
R_C,Guwahati-Shillong-C,10,R_C_S10,2.7556458412201867,30.64836239640991,secondary,2025-05-22 12:00:00,5,15.308215152254384,17.388978158190998,494.46807159734226,4,7,51,0.8216804581433822,0.0,23.103363554665926,95.55196475357462,247.46320927072264,3.472272769413437,0.23901788859752052,0.20611375248120958,0.06289196070490218,0,0.0,0.18702664359990717,0
R_C,Guwahati-Shillong-C,21,R_C_S21,1.179642477569316,43.05291180009114,hill,2025-07-14 00:00:00,7,25.44031716214228,33.04916028027577,336.5220915152129,2,3,609,0.5772934927726591,26.96032523970227,59.295780358624,100.32888443795188,251.70695435574507,7.47105041158492,0.22210784677197962,0.22985769428929428,0.08139794924179047,0,0.0,0.1275781539639402,0
R_B,Guwahati-Shillong-B,19,R_B_S19,1.3855638486139972,57.07807189631525,primary,2025-02-28 18:00:00,2,23.68985810447918,27.469835996467314,401.74687698031534,2,3,2022,0.5452219802487236,3.9529366297222612,18.578028881233273,58.940906994487946,232.86241024282526,-6.904492966792263,0.2846736680980493,0.2980152097588454,0.015456258711684576,0,0.0,0.18699530050658833,1
R_A,Guwahati-Shillong-A,8,R_A_S08,4.310524687970329,48.94993197366195,primary,2024-10-31 18:00:00,10,8.9556918011617,13.476920653704813,518.6734811602561,0,0,34,0.07873716125680459,4.383708373908341,19.70728456347185,138.6321462006226,316.3340348486325,0.0870963133251611,0.23484432596506472,0.1642457803946857,0.0864707059557873,0,0.0,0.1214105589444632,0
R_B,Guwahati-Shillong-B,22,R_B_S22,4.4264571363695016,52.7555858950563,secondary,2024-05-26 00:00:00,5,15.351743691650473,28.09517684712732,813.4343270652489,1,3,747,0.4694958070940074,3.934192878324942,20.046407704817934,88.71159677352156,325.592938536366,5.8257868542780935,0.23282770772297076,0.24291286766641496,0.026236941779725794,0,0.0,0.21230327203409,0
R_B,Guwahati-Shillong-B,10,R_B_S10,1.360191443102567,51.670780517893505,hill,2025-09-23 18:00:00,9,35.54615077557951,48.17033474684456,565.6721211353453,4,5,1086,0.8215520309098008,1.666485118980968,17.80476642104516,69.77535147375853,214.50540607140218,3.7352755453417976,0.26592715639675557,0.20606481823092151,0.030643367692464705,1,0.5,0.7514256093816869,1
R_B,Guwahati-Shillong-B,11,R_B_S11,1.6450871161344072,45.03134325310091,secondary,2025-08-10 18:00:00,8,39.83787195035191,50.366132604991826,771.8575812746434,3,4,262,0.7793931447819904,2.4358000694650603,22.327806730168838,63.50426591519747,187.7623428461454,-4.144649285831111,0.263605788449056,0.25908907926066094,0.029662855743808097,0,0.0,0.11442169866394034,0
R_B,Guwahati-Shillong-B,25,R_B_S25,2.6632296086824385,31.248425215856773,primary,2024-01-19 06:00:00,1,26.153055585344823,28.923935441590935,854.5133512656691,2,3,2122,0.5501202894839052,0.24005294416134315,2.110509788397046,28.168407663287542,98.52384233672424,5.330973848668102,0.22310712554874335,0.21386704818363772,-0.0077937936884362475,0,0.0,0.0847605172573407,0
R_A,Guwahati-Shillong-A,4,R_A_S04,1.5124545307021835,43.511578136867016,hill,2025-06-06 21:00:00,6,12.451139093858385,14.99385052971941,208.4421888843494,1,3,2254,0.40532109666082045,22.998868953633895,66.40168977604094,141.0417541262102,277.7582362281292,4.742683055283113,0.3464702747099753,0.32669704544923267,0.07507751931801122,1,0.5,0.6555330880139448,0
R_A,Guwahati-Shillong-A,2,R_A_S02,3.7894721162374556,32.82532043662948,hill,2024-03-02 15:00:00,3,4.351949198208726,5.637338511499886,223.8916718410323,0,4,1930,0.4451968326967278,10.054897108194014,27.368410814761386,94.2372639989477,309.2666217745581,5.521955501923621,0.21456129330072535,0.1708117495814607,0.07590725199189814,0,0.0,0.03285040272974048,0
R_A,Guwahati-Shillong-A,6,R_A_S06,4.29104645308332,43.30242596481993,secondary,2025-06-24 03:00:00,6,11.565699919403615,22.71208424596125,562.8114337264155,1,2,617,0.3096730747853897,14.62110334859694,44.92173078529775,152.83581574865696,276.33726490489653,2.589429152190609,0.23650334187564553,0.22558323456084567,0.10065878034297807,0,0.0,0.3146042595118349,0
R_C,Guwahati-Shillong-C,4,R_C_S04,2.3874792181393483,47.7274647444425,secondary,2025-08-26 18:00:00,8,8.277870600966716,10.007464708184202,241.0054712238442,0,3,2100,0.4001905733191612,33.677430739776796,87.82138068134613,182.0251021607863,403.20087618329774,6.800291577899544,0.30061328304895324,0.251775282435535,0.1045945941945451,1,0.75,0.9005985405122137,1
R_A,Guwahati-Shillong-A,4,R_A_S04,1.5124545307021835,43.511578136867016,hill,2024-04-05 18:00:00,4,36.83794227924807,40.10223692398797,681.8556178293621,3,5,1224,0.8786672053978987,0.7364621886945338,4.822879095235569,13.234915037494375,41.02143788973674,-2.416196070749089,0.21765744886783858,0.22137112091771152,0.0006558668213805276,0,0.0,0.19118362582552037,0
R_C,Guwahati-Shillong-C,4,R_C_S04,2.3874792181393483,47.7274647444425,secondary,2024-11-13 03:00:00,11,5.9275220114630445,8.707096199060977,185.07101553626092,0,2,1428,0.29118011731207266,0.5868444215346538,5.595942611759607,55.22056880977486,132.32953275172008,5.934070384111311,0.2289611663558911,0.21996233069851973,0.010960245503165027,0,0.0,0.009530049211604177,0
R_C,Guwahati-Shillong-C,13,R_C_S13,3.6889603721592468,38.43701351517025,primary,2024-03-31 09:00:00,3,9.095622506151084,11.59841050483327,416.4861965297971,1,3,719,0.3415165854593857,12.1531063690414,25.408464976766716,97.51895170933975,322.2267103604275,4.754617631555248,0.30821798161919245,0.27401122864996164,0.05196022269872205,0,0.0,0.08516863992025321,0
R_A,Guwahati-Shillong-A,18,R_A_S18,2.2494665655281643,54.96779404185603,hill,2025-02-18 15:00:00,2,19.094784531690635,19.75583803565956,520.7574593352748,1,2,827,0.4227083875998735,3.0162030501853856,27.330180079832296,64.496661028248,239.65500452338898,-0.04702484499564241,0.24681784845295304,0.21960116658507361,0.07668626107128683,0,0.0,0.30491009074013026,0
R_B,Guwahati-Shillong-B,19,R_B_S19,1.3855638486139972,57.07807189631525,primary,2025-11-09 00:00:00,11,17.133284458897894,20.160044038513103,307.94284366388484,0,2,1680,0.35445081975097137,0.23925736810524917,2.9133780099708795,15.36594502464058,55.23086449073507,-6.249666966231266,0.25724254582076245,0.23707078316294833,-0.050402307340284655,0,0.0,0.05734207482301527,0
R_B,Guwahati-Shillong-B,9,R_B_S09,1.6678916796308156,30.681362194015815,hill,2024-02-29 00:00:00,2,34.684511403789976,39.49030652003199,674.3807202268737,2,2,397,0.5226386424485309,9.960636170828382,29.301345911997117,106.58221590910959,317.6888710281018,-2.436555192236998,0.29252427873867387,0.2535532553709076,0.07257681066045495,0,0.0,0.8916916966303496,1
R_C,Guwahati-Shillong-C,24,R_C_S24,2.263716207323172,53.16037296332964,secondary,2024-10-17 15:00:00,10,22.970916394894395,24.447909535976915,611.1129267895828,2,3,2475,0.5050473752672782,21.806200691248605,63.18098020263169,215.92798363644226,601.1695524614952,8.082403545331172,0.3779863095099032,0.35916826662352863,0.13728697025691963,1,0.5,0.9724970519362228,1
R_C,Guwahati-Shillong-C,12,R_C_S12,3.2161445741561976,33.25727223406331,primary,2025-12-12 06:00:00,12,15.931157535873181,18.141291013154053,606.7820144574108,1,3,2284,0.43074503876644915,4.631235015572038,24.908299045977294,80.54785095594261,269.63780791598793,-3.9425463711487665,0.16466511708367226,0.15384527557885033,0.06248912187970612,0,0.0,0.2181124987382843,1
R_A,Guwahati-Shillong-A,14,R_A_S14,2.4818388241394755,44.086674338274236,primary,2024-08-07 21:00:00,8,30.76796277199622,40.84762866504438,900.0,3,6,284,0.886421354920033,14.1134530277746,46.18832652578317,81.41099979604516,183.1456949722953,1.729735013686061,0.21508935261931308,0.18434749072292894,0.0002061314463068474,0,0.0,0.2605411556496631,1
R_B,Guwahati-Shillong-B,23,R_B_S23,2.728372159100415,48.819265221073294,hill,2024-04-06 15:00:00,4,13.94393223988758,15.827928886226248,465.85480676038304,1,3,397,0.4485155778919544,0.0,5.617725262104296,11.165152869212655,67.2993964294158,-4.713433698506218,0.14173683035459472,0.1102013469091611,-0.01414584845170776,0,0.0,0.017378274516319535,0
R_A,Guwahati-Shillong-A,15,R_A_S15,1.7578854363371428,33.89764516006415,hill,2024-12-23 03:00:00,12,36.07215210912958,39.98395477088866,774.5671469973455,2,6,73,1.0038588114248852,2.474979338571395,15.456576605896721,62.56100489843243,178.9963196010243,-0.032158688226535725,0.2826206024966544,0.25557589341868725,0.06494601197884084,0,0.0,0.3462337860929139,0
R_C,Guwahati-Shillong-C,22,R_C_S22,4.566709065019656,52.45824058370847,hill,2025-01-06 12:00:00,1,10.728894702560469,14.846002541029112,584.3669872739479,2,3,664,0.4177157632422199,1.1090141686351598,5.091647478196121,16.825803482596292,196.76101009816975,0.4411210805567922,0.11617920955436518,0.08088166031126648,-0.007256646718431219,0,0.0,0.07834574565542418,0
R_C,Guwahati-Shillong-C,12,R_C_S12,3.2161445741561976,33.25727223406331,primary,2025-04-29 12:00:00,4,3.0,5.248263994655812,132.11735494481127,0,3,84,0.30417338089738727,5.870833468497683,16.985394101219907,101.01011704121682,305.3572115550876,-5.285687489780707,0.2117799350234506,0.18854704978388231,0.04987573820807535,0,0.0,0.057725026967437774,0
R_B,Guwahati-Shillong-B,15,R_B_S15,1.4720236084820613,58.856929936485436,primary,2024-08-17 06:00:00,8,16.816026329753793,25.02421861159376,266.0028063277975,2,3,581,0.4261925568339729,10.01231847177247,39.918089063335785,144.91163926536478,323.40701760807985,5.662475854177099,0.2985384027045465,0.26545428736033794,0.08431440547758216,0,0.0,0.11517162320845686,1
R_C,Guwahati-Shillong-C,3,R_C_S03,1.6823718741475444,57.75360355130391,hill,2025-11-29 12:00:00,11,4.788253681460207,14.596774030014265,88.48931270185437,0,5,523,0.5346096343820539,0.0,2.9573414248180883,34.511042535195116,79.7386261896086,-4.208733723158901,0.1370243479668133,0.10247976974843734,-0.0004210375811138263,0,0.0,0.006318570903907156,0
